followers,following,posts,engagement_rate,bio_length,has_profile_pic,username_digits,is_private,external_url,avg_likes,avg_comments,hashtags_count,account_age,spam_words,label
522,1045,142,0.25,12,0,0,0,0,42,2,12,1194,0,0
1371800,193,334,3535.57,77,1,0,0,0,160473,12247,12,15,0,0
2707,594,234,2.27,35,1,0,0,0,195,8,5,1935,0,0
137,95,77,0.71,0,1,0,0,0,7,0,5,265,1,0
193,198,7,0.48,3,1,0,1,0,12,0,8,297,1,0
255,535,82,0.24,45,1,0,1,0,18,1,2,454,0,0
351259,492,330,356.25,0,1,0,0,0,19359,1548,5,1375,1,0
221,330,22,0.33,0,1,1,0,0,9,0,3,591,1,0
164,252,36,0.32,2,1,0,0,0,5,0,6,1522,1,0
712,1173,676,0.3,137,1,4,0,0,72,5,5,1442,1,0
10515,671,366,7.82,86,1,1,0,0,1170,48,18,1824,0,0
153,257,34,0.3,5,1,0,0,0,14,0,15,243,0,0
965,1119,156,0.43,3,1,0,0,0,42,1,0,297,1,0
461,416,14,0.55,10,1,0,0,0,55,2,10,927,0,0
3532,607,152,2.9,47,1,0,0,0,218,13,14,1308,0,0
1761,484,272,1.82,83,1,0,0,0,135,4,19,480,0,0
304,368,12,0.41,24,1,0,0,0,29,1,12,2256,0,0
405,282,97,0.72,1,1,0,1,0,48,1,13,1062,1,0
63,71,16,0.44,0,1,0,1,0,3,0,19,286,1,0
2498,792,238,1.58,43,1,0,0,0,118,6,11,1657,0,0
652,1442,986,0.23,116,1,0,1,0,23,1,16,463,0,0
6485438,106,642,30305.79,25,1,0,0,0,610520,24777,15,587,0,0
1163,3820,819,0.15,16,1,0,0,0,86,3,2,1912,0,0
17920,514,296,17.4,58,1,0,0,0,1702,99,14,1388,0,0
97,398,119,0.12,111,1,0,1,0,9,0,16,1697,0,0
143,179,8,0.4,1,1,0,1,0,15,0,3,1502,1,0
883,117,141,3.74,53,1,0,0,0,54,2,6,134,0,0
203,170,97,0.59,58,1,0,0,0,14,1,3,1067,0,0
248,390,257,0.32,0,1,1,0,0,10,0,8,194,1,0
780,674,92,0.58,30,1,2,0,0,82,3,19,1734,0,0
1440,623,211,1.15,35,1,0,0,0,81,2,1,2320,0,0
284,548,62,0.26,31,1,0,1,0,16,0,0,432,0,0
597,1126,1126,0.26,15,1,0,1,0,42,1,17,96,0,0
541,699,109,0.39,41,1,0,0,0,36,2,7,1198,0,0
205,333,28,0.31,0,1,0,0,0,15,0,0,810,1,0
172,248,21,0.35,12,1,0,0,0,17,0,7,251,0,0
719,440,459,0.82,17,1,0,0,0,32,0,2,412,0,0
499,441,12,0.56,0,1,2,0,0,21,1,5,2380,1,0
528,1070,927,0.25,35,1,1,0,1,20,0,3,900,0,0
890,1661,77,0.27,70,1,0,0,0,27,1,5,2453,0,0
91,138,46,0.33,38,1,1,0,0,8,0,1,1294,0,0
568,490,62,0.58,58,1,0,0,0,39,1,19,768,0,0
1200,634,3,0.94,36,1,1,1,0,41,2,2,1407,0,0
2323,196,207,5.9,118,1,0,0,1,277,6,15,1968,0,0
799,216,29,1.84,128,1,0,0,0,37,1,6,1894,0,0
1128,85,41,6.56,0,1,0,0,0,101,7,16,817,1,0
371087,2,740,61847.83,90,1,0,0,0,27585,702,19,1687,0,0
1395,1103,214,0.63,28,1,2,1,0,108,8,10,2181,0,0
174,182,14,0.48,113,1,0,1,0,18,0,6,899,0,0
1213,945,167,0.64,28,1,0,0,0,51,3,11,763,0,0
407,398,9,0.51,19,1,1,0,0,48,2,5,1312,0,0
576872,531,940,542.17,62,1,0,0,1,44216,902,6,1413,0,0
378496,62,715,3003.94,82,1,0,0,0,14021,402,6,260,0,0
1444,605,181,1.19,57,1,0,0,0,171,8,13,693,0,0
123,102,10,0.6,1,1,1,0,0,9,0,11,617,1,0
1760,895,132,0.98,89,1,0,0,0,189,11,10,146,0,0
1550,3330,706,0.23,57,1,0,0,0,145,10,5,2272,0,0
944,103,172,4.54,39,1,0,0,0,30,2,17,742,0,0
1864,1485,481,0.63,6,1,0,1,0,73,5,15,537,0,0
105,118,15,0.44,11,1,0,0,0,9,0,11,1241,0,0
287,550,59,0.26,30,1,0,1,0,27,1,17,1077,0,0
663,633,135,0.52,23,1,0,0,0,26,1,19,1174,0,0
193,78,23,1.22,22,1,0,0,0,16,0,2,2403,0,0
194,396,49,0.24,1,1,0,1,0,7,0,11,2012,1,0
18331,902,874,10.15,136,1,0,0,1,1907,73,2,1388,0,0
418,626,646,0.33,77,1,0,0,0,41,2,11,385,0,0
94,127,7,0.37,0,1,1,1,0,3,0,11,1025,1,0
276,248,120,0.55,0,1,0,0,0,27,0,17,1869,1,0
1039,929,56,0.56,5,1,1,0,0,88,3,3,1135,0,0
1283,929,204,0.69,63,1,0,0,0,72,5,7,461,0,0
465,642,42,0.36,60,1,0,0,0,27,1,0,1775,0,0
966,603,80,0.8,15,1,0,0,0,57,3,8,1282,0,0
29,32,3,0.44,7,1,0,1,0,2,0,0,1654,0,0
2567,798,115,1.61,16,1,0,0,0,263,11,10,2307,0,0
8674,294,334,14.7,56,1,0,0,0,765,22,6,522,0,0
77,245,21,0.16,10,1,1,0,0,4,0,18,2375,0,0
359,485,19,0.37,89,1,1,0,0,28,2,12,2316,0,0
628,432,98,0.73,0,1,1,0,0,38,0,3,1434,1,0
113,98,11,0.57,2,1,0,0,0,6,0,8,497,1,0
266,325,8,0.41,0,1,2,1,0,15,0,14,170,1,0
171,391,12,0.22,0,1,0,1,0,18,0,3,985,1,0
193,196,7,0.49,3,1,0,1,0,19,0,14,563,1,0
423,272,13,0.77,90,1,0,0,0,30,2,15,367,0,0
212,213,8,0.5,124,1,0,1,0,16,0,4,1179,0,0
394,318,96,0.62,12,1,0,1,0,38,2,8,1013,0,0
114,147,65,0.39,120,1,0,1,0,10,0,7,218,0,0
1764,615,105,1.43,59,1,0,0,0,198,4,6,715,0,0
5282,652,222,4.04,48,1,0,0,0,376,9,19,1862,0,0
403,382,21,0.53,28,1,1,0,0,43,1,0,2123,0,0
425,918,238,0.23,0,1,0,0,0,30,1,15,1914,1,0
547,488,84,0.56,40,1,0,0,0,62,4,6,1620,0,0
265,289,108,0.46,8,1,0,1,0,14,1,16,835,0,0
80,158,81,0.25,82,1,1,1,0,8,0,15,2046,0,0
679,479,597,0.71,19,1,0,0,0,58,4,8,1320,0,0
191,174,7,0.55,4,1,1,1,0,20,1,8,1084,1,0
179,170,22,0.52,15,1,2,1,0,6,0,2,2119,0,0
266,316,114,0.42,16,1,0,1,0,8,0,4,1657,0,0
496,1060,1046,0.23,3,1,0,1,0,21,1,16,378,1,0
925,1167,93,0.4,17,1,0,1,0,62,2,0,2327,0,0
310,534,30,0.29,8,1,1,1,0,25,0,8,159,0,0
168,242,25,0.35,20,1,0,1,0,12,0,10,23,0,0
792,1219,11,0.32,20,1,0,1,0,62,3,19,1676,0,0
745,1563,902,0.24,118,1,0,0,0,37,2,12,1602,0,0
4960,573,180,4.32,31,1,0,0,0,264,14,5,2491,0,0
220,323,15,0.34,26,0,0,1,0,25,1,14,1214,0,0
1162,2770,48,0.21,21,1,0,0,0,60,4,15,1292,0,0
739,329,22,1.12,111,1,0,0,0,40,2,12,75,0,0
721,1263,1189,0.29,48,1,0,1,0,54,1,7,27,0,0
1469,659,254,1.11,24,1,0,0,0,69,3,13,931,0,0
96,111,10,0.43,1,1,0,0,0,8,0,9,1756,1,0
8109,512,321,7.9,49,1,0,0,1,285,17,2,1146,0,0
1032,531,116,0.97,20,1,0,1,0,59,3,17,1592,0,0
5639,368,115,7.64,75,1,1,0,0,511,26,17,2453,0,0
687160,208,352,1643.92,78,1,0,0,1,52517,1430,12,947,0,0
421,396,18,0.53,11,1,1,1,0,30,0,9,685,0,0
3368,254,117,6.6,52,1,0,0,0,142,4,2,1055,0,0
364598,0,724,182299.0,100,1,0,0,0,24506,1321,19,1093,0,0
3785,316,42,5.97,12,1,0,0,0,340,18,4,1555,0,0
1032,76,110,6.7,17,1,0,0,0,79,5,14,79,0,0
22105,3484,962,3.17,118,1,0,0,1,714,18,1,2414,0,0
653,519,699,0.63,97,1,0,0,0,45,1,0,770,0,0
51127,536,651,47.6,127,1,0,0,0,3824,155,5,596,0,0
274,205,130,0.67,23,1,0,0,0,26,1,0,2312,0,0
850,725,168,0.59,46,1,1,0,0,43,1,0,1782,0,0
1249,6873,150,0.09,149,1,0,0,0,74,3,3,915,0,0
1702,773,42,1.1,52,1,3,0,0,141,10,10,2182,0,0
2587,871,59,1.48,7,1,0,0,0,190,6,19,1463,0,0
3686,1400,425,1.32,23,1,0,0,0,349,18,14,89,0,0
321,334,6,0.48,0,1,0,0,0,12,0,14,436,1,0
226,327,14,0.34,30,0,0,1,0,15,0,13,819,0,0
144,408,6,0.18,16,1,0,1,0,5,0,0,1164,0,0
600,472,166,0.63,54,1,0,0,0,42,1,19,1438,0,0
140,233,58,0.3,28,1,0,1,0,6,0,13,510,0,0
10145,1233,280,4.11,66,1,0,0,0,1113,44,16,852,0,0
315,330,1,0.48,0,1,0,0,0,15,0,7,1622,1,0
87,111,10,0.39,55,1,0,1,0,6,0,8,2324,0,0
939,576,75,0.81,19,1,0,0,0,98,2,5,456,0,0
134,176,15,0.38,64,1,0,0,0,10,0,4,705,0,0
67,74,13,0.45,0,1,0,0,0,7,0,16,1743,1,0
164,174,16,0.47,7,1,1,1,0,10,0,19,43,0,0
102,122,4,0.41,9,1,0,1,0,5,0,10,1271,0,0
106,103,11,0.51,2,1,0,0,0,7,0,6,398,1,0
32062,3807,574,4.21,66,1,0,0,1,1796,137,9,1908,0,0
180,390,31,0.23,0,1,0,1,0,13,1,14,1541,1,0
74,63,9,0.58,0,1,0,0,0,2,0,9,469,1,0
923,636,267,0.72,16,1,0,0,0,104,4,16,1019,0,0
5275,661,221,3.98,47,1,0,0,0,320,24,19,1613,0,0
527,651,107,0.4,10,1,0,0,0,29,0,16,2097,0,0
196,190,12,0.51,123,1,0,1,0,22,0,1,1643,0,0
433,640,680,0.34,83,1,0,0,0,20,0,11,49,0,0
67,64,15,0.52,0,1,0,1,0,7,0,13,277,1,0
799,696,122,0.57,41,1,0,0,0,30,2,11,697,0,0
917,1138,134,0.4,1,1,0,0,0,76,5,8,702,1,0
730,324,30,1.12,96,1,0,1,0,38,2,10,202,0,0
212,344,27,0.31,19,0,0,1,0,13,1,8,803,0,0
12939,3209,71,2.02,84,1,1,0,0,677,38,8,1792,0,0
762,3558,433,0.11,95,1,0,1,0,77,5,1,41,0,0
224,257,16,0.43,82,1,0,0,0,21,0,16,238,0,0
35455,1765,351,10.04,67,1,0,0,1,3115,221,8,2110,0,0
400,419,15,0.48,16,1,0,0,0,20,0,11,1606,0,0
12847,774,204,8.29,44,1,0,0,0,606,19,7,985,0,0
44955,925,20,24.27,133,1,0,0,1,2224,63,0,2147,0,0
103,379,99,0.14,106,1,0,1,0,4,0,13,633,0,0
305,367,12,0.41,29,1,0,0,0,33,0,0,2215,0,0
642,710,302,0.45,30,1,0,0,0,25,1,7,1181,0,0
7935,560,297,7.07,45,1,0,0,1,649,15,17,40,0,0
421,349,50,0.6,47,1,0,0,0,19,0,9,2302,0,0
809,431,704,0.94,101,1,0,0,0,95,2,16,2296,0,0
786,441,36,0.89,46,1,0,1,0,55,3,17,1827,0,0


